#node_label	#score	#gender
111633725541752229957	1.0	2
107048171099175859014	1.0	1
102516290243899131815	1.0	1
117973881475803349466	1.0	2
112006631511854372082	1.0	1
101848191156408080085	1.0	1
110105937651490120350	1.0	1
104847950847290929543	1.0	1
100354723203230444115	1.0	1
112324888599558753478	1.0	1
115178262953349360880	1.0	2
106290231500313787138	1.0	2
101079931462081447758	1.0	1
110029892331367049536	1.0	1
107418123829203850755	1.0	2
104390020157130983481	1.0	1
117600097894930800347	1.0	1
114052336996954252588	1.0	1
101546163182394053900	1.0	1
108714526497293326278	1.0	1
118130109219175134956	1.0	1
103653494867845703642	1.0	2
106727395734382367008	1.0	1
103913809888527111702	1.0	2
116822356133527482732	1.0	2
111547764707968565886	1.0	1
102487434424483480687	1.0	1
114199443329295296916	1.0	1
108900151420978094942	1.0	1
117752813244324846971	1.0	1
103394759416897872303	1.0	2
105002610826268852758	1.0	2
103184381221816939115	1.0	2
100878126284926949462	1.0	1
113885374667893447177	1.0	1
104521071400086942530	1.0	2
108644053556733706296	1.0	1
109291674848951926934	1.0	2
116645304002035794001	1.0	1
101773743482994333344	1.0	2
112679378477459192319	1.0	2
113710494796071500645	1.0	1
117426878391862501057	1.0	2
101792901714010194936	1.0	2
110315626249949153871	1.0	1
106192703556130346638	1.0	1
107758053099242625337	1.0	2
109042664837797070758	1.0	2
108273408000814359895	1.0	2
108025158825418326738	1.0	1
111270360938146761975	1.0	2
108406125327387085064	0.5	2
107904165028012786328	0.25	1
115549878233508377530	0.25	1
107126665887970596868	0.25	2
114972732009164939453	0.25	2
114037378284666972036	0.25	1
118301801570268856235	0.25	1
108017043477995432212	0.25	1
112351814095316026213	0.25	2
105474544524715065767	0.25	1
105067787275641139216	0.25	1
106512394490409548810	0.25	1
107040353898400532534	0.25	1
104034400380161849224	0.25	1
118301062646383652931	0.25	1
116643304160474160340	0.25	1
104119608064940163872	0.25	1
115848111049285268039	0.25	1
113792323385620769147	0.25	1
109467554870209836961	0.25	1
106772544387169323774	0.25	1
107867156406223055623	0.25	1
110788689115113965536	0.25	1
118364858478846728459	0.25	1
106991151617762959435	0.25	2
103908014700910870177	0.25	2
102544144169602244993	0.25	1
112296160305983841128	0.25	1
105360886504399318117	0.25	1
112005751432451380700	0.25	1
112508589247432380775	0.25	1
105423124668916039209	0.25	1
100953449282828302299	0.25	1
111183544898345861350	0.25	1
108572834524031744599	0.25	2
105524296818768831092	0.25	1
100329698645326486178	0.25	1
112954212653764894020	0.25	1
117101936253220551694	0.25	1
108767818548653547719	0.25	1
113859540036726448291	0.25	2
103038287804535196503	0.25	2
108806077592664974320	0.25	1
106465631778431387584	0.25	1
116877098752708522621	0.25	1
117528322815962803521	0.25	1
107872453590280383097	0.25	1
109137084770312957893	0.25	1
117792065524163931209	0.25	1
110662267657699806914	0.25	1
116241812627628206464	0.25	2
101387092275812938679	0.25	1
104124592566867927546	0.25	1
106120892232863506345	0.25	1
107810817490834919620	0.25	1
116427929385107378495	0.25	1
106432421922678528479	0.25	2
116646564934661550006	0.25	1
107643136186796156914	0.25	1
106087759852889709207	0.25	1
110807748106301476611	0.25	2
102541295037745440355	0.25	1
116563127088683051053	0.25	1
100513454716900546707	0.25	1
105937576002485757390	0.25	1
110701303409251940504	0.25	1
114722508362900147006	0.25	1
104640207017509079680	0.25	1
110781459964758419241	0.25	1
104401988555974168779	0.25	1
116886861056895407998	0.25	1
115613563934334259631	0.25	1
107703386292648274972	0.25	1
102649643180426809751	0.25	1
107459451337089147583	0.25	1
100947550708809260049	0.25	1
100286475657610958628	0.25	1
113580252207901137361	0.25	1
114457863413292416792	0.2	1
103672954444962539555	0.2	2
104895218134854838516	0.2	1
113699157481810180959	0.2	1
117583971709186074397	0.2	1
102618047349606277909	0.2	1
118180164864852824758	0.2	1
114633750344034731834	0.2	2
103399997814775349105	0.2	2
111721050801656598782	0.2	2
112298538154248260258	0.2	2
108397294034481595594	0.2	1
104778353019043232500	0.2	1
109109427803573497734	0.2	1
116125789008273634091	0.2	2
110856928078733558635	0.2	1
107459220492917008623	0.2	1
110701307803962595019	0.2	1
100495852002620960970	0.2	1
100120342493240855344	0.2	1
117948914289725399427	0.2	2
114772370404010974598	0.2	2
104514131343757330788	0.2	1
112801448828869860546	0.2	1
114085190748679588261	0.2	1
106369209343093164735	0.2	2
104175800083885366194	0.2	1
112064553358925225104	0.2	1
107563790635271403209	0.2	1
106451147440742908043	0.2	1
108215644829092784557	0.2	1
103403824431405645263	0.2	2
110309997330407922216	0.2	1
101035769552354147539	0.2	1
111214237168037206404	0.2	1
112707199408484711520	0.2	2
109744341036015570668	0.2	1
107439602331964041656	0.2	1
103321866318624837746	0.2	2
114707910756425953932	0.2	1
115382937163678909422	0.2	1
115535066186405182837	0.2	1
113065567519601895828	0.2	1
112726038360301567381	0.2	1
115309122491623838107	0.2	1
111820253433273484594	0.2	1
103389452828130864950	0.2	1
107790367245887975375	0.2	1
115174457819914037873	0.2	1
103698889037599783920	0.2	2
107189810823071706764	0.2	1
103132137648863008501	0.2	2
114565690168187360347	0.2	1
113311736332375450968	0.2	1
106415118909782912069	0.2	2
106679217619062767542	0.2	1
103537070635474763753	0.2	2
117735165786240967051	0.2	1
102173349122411290580	0.2	2
104654596117144472007	0.2	2
105648803750814964800	0.2	1
101571754529239598169	0.2	1
101952976429462756517	0.2	1
105992460427095831123	0.2	1
117600726279884936059	0.2	2
103903198087988193655	0.2	1
117611181638655435522	0.2	2
114958565471892176212	0.2	1
108759901321068677229	0.2	2
118254312885883901866	0.2	1
113374767588723884277	0.2	1
117929151921447138991	0.2	2
107339454775731399809	0.2	1
116565270544040241255	0.2	2
118157552622616628536	0.2	1
117834821533453831511	0.2	1
109349126580345593279	0.2	1
115957092291818573863	0.2	1
112826159840746749057	0.2	1
118242297867214842432	0.2	2
114562168945437357579	0.2	1
111852119488463725230	0.2	1
110456109679571852707	0.2	1
115121555137256496805	0.2	1
100686159912068732604	0.2	2
103861741370066605527	0.2	2
112784679935893099965	0.2	1
103462873333877980961	0.2	2
106002213052026099688	0.2	1
113797508378819391794	0.2	1
114559845119114226260	0.2	1
108497822730801871556	0.2	2
102549181577943816715	0.2	2
100146646232137568790	0.2	1
111455687366448679827	0.2	2
100570943621691880802	0.2	1
107713736947892801938	0.2	1
111056430671032790703	0.2	1
118100468262545623224	0.2	1
105489064367742025310	0.2	2
115937548467085433876	0.2	1
113718775944980638561	0.2	1
104723167398398004122	0.2	1
103329177407710076379	0.2	1
108189587050871927619	0.2	1
103274064524957433652	0.2	1
112466699453244400190	0.2	1
108432756726977101446	0.2	1
105001226804902733960	0.2	2
108208027022579038018	0.2	1
110005893915814979352	0.2	1
116594169782616598727	0.2	1
110859635804619214661	0.2	1
108981679893410895534	0.2	1
115287228091669334278	0.2	1
113188911812099749980	0.2	1
113418554594512897845	0.2	1
110439359427525716603	0.2	1
107955540453906207440	0.2	1
100349043435717066107	0.2	1
101605347171113567668	0.2	1
104250970445890717876	0.2	1
105785197801929483800	0.2	2
103447509676048421499	0.2	1
105692217042145120252	0.2	2
104999492041871029064	0.2	2
115345487414568468844	0.2	2
114122960748905067938	0.2	1
111366756187576712071	0.2	1
117246231719784508179	0.2	2
115607115047101130036	0.2	1
107386249394822179765	0.2	1
110912654601207786417	0.2	1
115015291762931712429	0.2	1
108508235434198589040	0.2	1
115564782916890552732	0.2	3
113885344285909043613	0.2	2
101626577406833098387	0.2	1
112460156235422693288	0.2	1
106356302054336184712	0.2	2
103090889232468301451	0.2	1
109893938013298835602	0.2	1
109721367307563395695	0.2	1
117994381802446140543	0.2	2
114110682354036220476	0.2	2
107390515497901191392	0.2	1
109568047269729034067	0.2	1
105247701867201669712	0.2	2
110723161182814777871	0.2	1
106273635297261865782	0.2	1
103660453111520222558	0.2	2
116331515612347682749	0.2	1
115213854582147469450	0.2	2
103395772177679913612	0.2	1
100227436861049512391	0.2	2
116149105663047640822	0.2	2
106002545837976723927	0.2	2
109220185067316927592	0.2	2
111058843129764709244	0.2	1
111031409666199205316	0.2	2
113213805739104055114	0.2	1
105115979121734412207	0.2	1
103857459148999991693	0.2	1
113149845323578139839	0.2	2
104393183611410016230	0.2	1
108307660370285174924	0.2	1
113537711651274258466	0.2	1
112701902176499530858	0.2	1
106858970272776218211	0.2	1
117203455882080775597	0.2	1
104577357381178665210	0.2	2
116019679624630088478	0.2	1
101846578472392293535	0.2	1
103274398541354707265	0.2	2
109270233621747740192	0.2	1
118163822095608736409	0.2	2
104392842026507204042	0.2	1
111177586710520279671	0.2	2
115625564993990145546	0.2	1
115746329005161350508	0.2	1
110385399973090519138	0.2	1
115087661564758027959	0.2	1
107160493904186718638	0.2	1
111113229230464648959	0.2	1
117417009067945894025	0.2	1
102991700177087923792	0.2	2
108599708637594520125	0.2	1
105396093891186044680	0.2	1
104535574150437710403	0.2	1
118382038895047591490	0.2	2
116468065012053824997	0.2	2
114516047414042281846	0.2	1
114110440860218976070	0.2	2
102842560023219408624	0.2	2
118246412183062133215	0.2	1
112802657264612458215	0.2	1
116056645771775490363	0.2	1
110844728403108679033	0.2	1
110041523199056192526	0.2	1
103175943655717888560	0.2	1
107323726887023845557	0.2	2
112770918706467783925	0.2	2
103324921589846414494	0.2	2
103546981939364425829	0.2	1
116041757133540691878	0.2	2
103518596854349692245	0.2	1
107302969615931893677	0.2	1
113898561377092817285	0.2	2
104378154756194093727	0.2	1
106952844732315771021	0.2	1
113856049930874439834	0.2	1
110320677301405648758	0.2	2
109596373340495798827	0.2	1
114518216782134549655	0.2	1
107958599012052618167	0.2	2
118291162655475455492	0.2	1
115201637703048752236	0.2	1
106540766545867204727	0.2	1
107902413199140775867	0.2	1
111335798658326260463	0.2	1
104038307312562787167	0.2	1
100132835105949773362	0.2	1
110899709105002539146	0.2	1
100106976482511825790	0.2	1
108193240000351399957	0.2	1
103490257692431314030	0.2	1
110281034374785808008	0.2	1
118085865046319783623	0.2	1
116497426323733343074	0.2	2
104100725654421261442	0.2	1
116364544469624562090	0.2	1
117081861291913116606	0.2	1
114169149820478856488	0.2	1
100205133240537822783	0.2	1
112095430292832941859	0.2	1
110918518132080106257	0.2	1
114613149483902662976	0.2	1
106475359208856615770	0.2	1
106890225437412284292	0.2	2
101783485458458787405	0.2	1
108545741131375046692	0.2	1
103056990075919880269	0.2	1
103650703836816496431	0.2	2
117511955612172117914	0.2	1
110779695776793444719	0.2	1
117754313048460066269	0.2	1
104970745625519929447	0.2	1
115313918520629129044	0.2	2
116812370384559434734	0.2	1
115919664843599780912	0.2	1
111048918866742956374	0.2	1
116235444975726463458	0.2	1
101254247255229047422	0.2	1
100674199121071462978	0.2	1
110782237476873083485	0.2	1
104811448901887810876	0.2	2
118118198158062253534	0.2	1
100843590312663474180	0.2	1
109927224666797913146	0.2	2
105421360534824524100	0.2	1
106123026171763346651	0.2	2
101917892303169042423	0.2	1
105611889600461566935	0.2	2
109928491957846113803	0.2	1
109018224010056005635	0.2	1
114246640851519877452	0.2	1
114680304778927082590	0.2	1
104961406012654314344	0.2	1
109008181610511658699	0.2	1
104762925488648743919	0.2	1
103958798400682742296	0.2	2
109876467727174291780	0.2	1
110809308822849680310	0.2	2
101052415474088088042	0.2	1
106312460282195708926	0.2	2
109447323719942836871	0.2	1
112609322932428633493	0.2	1
109742804342446573548	0.2	1
110122907004584858863	0.2	2
114490203103828455315	0.2	1
102034052532213921839	0.2	1
115724768230571629148	0.2	2
109177683659525760187	0.2	2
114124942936679476879	0.2	1
101914811711344873893	0.2	1
116382308787245224752	0.2	2
106029475334253377853	0.2	1
101074879360915246863	0.2	1
105279625231358353479	0.2	3
100535338638690515335	0.2	1
102870156159224228861	0.2	1
101626688026376124768	0.2	2
115996284532720249143	0.2	2
107588913389869807388	0.2	1
108738108429898922962	0.2	1
109972393384120358602	0.2	1
102285179851236075328	0.2	1
115106680289932322561	0.2	1
116622768494178235622	0.2	1
110159306642698690348	0.2	1
117596712775912423303	0.2	1
115058384974405026221	0.2	1
114597319730525198453	0.2	2
102382264512943710946	0.2	1
110478024622618960210	0.2	1
105220449869343810000	0.2	3
118399959266385734656	0.2	2
