#node_label	#score	#gender
116872576248355504859	1.0	1
103961050545011124941	1.0	1
115094610388248684184	1.0	1
116381176537835440497	1.0	1
110398919759279012596	1.0	1
116563026672897101109	1.0	1
112658025480645952237	1.0	1
118175515740251550869	1.0	1
111406933001277454718	1.0	1
104128976029972436170	1.0	1
116525969499682780878	1.0	1
103728150525823171675	1.0	1
114954579537134392510	1.0	1
100597262839329500815	1.0	1
111163557023441462482	1.0	1
117526059267925065689	1.0	1
114236566829995978427	1.0	1
116160093448953187140	1.0	2
116045452037907678384	1.0	1
102474632360749750704	1.0	2
114743604667243669292	1.0	1
106381962127334058921	1.0	1
100144297916250654971	1.0	1
106430589645124241220	1.0	2
114700910041670300765	1.0	1
106621934320235917617	0.5	1
108961465858012263140	0.5	1
102376229285694193069	0.5	2
111091089527727420853	0.3333333333333333	1
116374117927631468606	0.25	1
104405539079062799451	0.25	1
113757927151929258451	0.25	1
105902034553636163859	0.25	1
116756261398181508931	0.25	1
103171849011748425097	0.25	1
115739378269261680935	0.25	2
115109077044202722504	0.25	1
103002075844443596313	0.25	1
102449949858490990934	0.25	1
109923941665874520762	0.25	1
113463574054536730421	0.25	1
114274687956791581923	0.25	2
105970781858799199947	0.25	1
111538009015644508967	0.25	2
117388252776312694644	0.25	1
103861741370066605527	0.25	2
110321775511217120259	0.25	1
114236886827225212279	0.25	1
117768249628956879760	0.25	1
107753428759636856492	0.25	1
115459243651688775505	0.25	1
100300281975626912157	0.25	1
108156462932120603294	0.25	1
110944993173615692737	0.25	1
100294995440554808691	0.25	1
101377053267560854462	0.25	1
108981679893410895534	0.25	1
109594586014860541557	0.25	3
109938202835872364257	0.25	1
117765399423236008946	0.25	1
114692534205176174033	0.25	1
100512649718649402368	0.25	1
101035196437264488455	0.25	1
116040565882702717981	0.25	1
113309470814122509541	0.25	1
100472608497932134515	0.25	1
115204805503581947511	0.25	1
118120267701060187042	0.25	1
105973617351075601805	0.25	1
114010006237314988641	0.25	1
100741560621611999898	0.25	1
103139038719117626922	0.25	1
105207689891479566260	0.25	1
114347956162245735613	0.25	1
110976998658855886845	0.25	1
106867699281352191561	0.25	1
114928937512638769810	0.25	1
104668344982243426155	0.25	1
117377434815709898403	0.25	1
111989147144480209929	0.25	1
105817630423151737931	0.25	2
103226166584311556924	0.25	1
110404902994335579225	0.25	1
107198367758220837144	0.25	1
111050672546250921180	0.25	1
104649864336186721628	0.25	1
110226084017096916822	0.25	2
115328680248451416860	0.25	1
107379489464447013340	0.25	2
115347549485911941147	0.25	2
113115845799967580927	0.25	1
100178862812199164136	0.25	1
109495249240236056791	0.25	1
109410878385939067590	0.25	2
116799045993451756042	0.25	1
101069176603529970895	0.25	1
102226214045269179279	0.25	1
114487965928288927815	0.25	1
100338800222182203958	0.25	2
100817766199767691735	0.25	1
115755194763571615856	0.25	1
103008963082975341976	0.25	1
114936764159343594557	0.25	2
101849747879612982297	0.25	3
114892703028341590446	0.25	1
107899204703103704505	0.25	1
113339552992922631802	0.25	1
105487854388646525021	0.25	1
108300808035400198412	0.25	1
107552965844516484621	0.25	1
107833107845497630206	0.25	1
107868937218055010689	0.25	1
112726038360301567381	0.25	1
101342392255923866305	0.25	1
107196448111909018034	0.25	1
105248484118148978714	0.25	1
