#node_label	#score	#gender
112262439836455273300	1.0	1
114474252347218597235	1.0	1
102666881946453474169	1.0	2
102405942903346350638	1.0	1
116590594914587418901	1.0	2
101037292955892384748	1.0	1
100383019747717124280	1.0	2
117363220521348643920	1.0	2
116103890818997216880	1.0	1
109105920659950215197	1.0	1
106885694610758162435	1.0	2
115870520767977167446	1.0	1
107462255763521362325	1.0	2
115144916702189026278	1.0	1
104190188069320497371	1.0	2
115877100247789175365	1.0	2
107688720118588736586	1.0	1
113388389171178254246	1.0	2
102078623282659298038	1.0	1
110724521466741929088	1.0	1
100597214208402518875	1.0	2
111537704622196023392	1.0	1
116182396058865522776	1.0	2
108239800393939000926	1.0	1
109940847524098454115	1.0	1
108107996748319800907	1.0	2
109410276246212167772	1.0	2
105930059453649972924	1.0	2
114923188419363118654	1.0	1
101854644137927716816	1.0	1
114187975402230838965	1.0	1
106234301239846716930	1.0	1
117283869162666946515	1.0	1
100150961707827223496	1.0	1
110784139642131978630	1.0	2
110811627232176206368	1.0	2
117343149105379821488	1.0	2
112053085005364926482	1.0	1
114496209629631684030	1.0	2
111683627192293808940	1.0	1
118238843023744047489	1.0	2
112351803051481928831	1.0	2
110814889310454488996	1.0	1
101193056583517527218	1.0	2
113551191644318687552	1.0	2
102704203428412111508	1.0	2
101845439468673142784	1.0	1
112896919987471213781	1.0	2
108159573580915433891	1.0	2
106182917486452443234	1.0	2
100497462069909664810	1.0	2
115343085410499022919	1.0	2
113743838565384547763	1.0	2
115931920113083685564	1.0	2
104256784603011698546	1.0	1
115338871922473838290	1.0	2
106652325776405916359	1.0	1
108605715392358263943	1.0	1
105002018385576813173	1.0	1
105668390042257419736	1.0	2
117133587009609972182	1.0	1
112705176137338425927	1.0	2
109055509171495088287	1.0	2
106662284560730780137	1.0	2
104784802407400412997	1.0	2
114041180707541001348	1.0	1
116876281329975376488	0.5	2
100945632462729199564	0.25	2
112382335653579766100	0.25	1
116339430670263519533	0.25	1
100284485939530393059	0.25	1
112149213906505177735	0.25	1
108820254001675732749	0.25	1
115279360559837356748	0.25	2
118405547158623959680	0.25	2
109645440275254788052	0.25	2
109179440480690210770	0.25	1
111091089527727420853	0.25	1
118191058320818583394	0.25	1
112115081533421476554	0.25	2
108981679893410895534	0.25	1
111873853137122484021	0.25	1
113887069715004391445	0.25	2
110172348091748214966	0.25	1
112194792318380622088	0.25	1
107001027820014531066	0.25	1
112623636099891141840	0.25	1
104517283888075438708	0.25	1
112741416751893741218	0.25	2
116461855266768909081	0.25	1
106658487994152801806	0.25	2
102958145054444947691	0.25	1
114955415628566000965	0.25	1
102431256076502572256	0.25	1
101203567753365023551	0.25	1
104464509525006371077	0.25	1
117566408175631541260	0.25	2
117030648320144850283	0.25	2
107602141496407998698	0.25	2
116468216544062271097	0.25	2
102342607000234078923	0.25	1
104016985569488539819	0.25	1
100304707154952267096	0.25	1
104962408468802230567	0.25	1
116029476839811343968	0.25	1
110329781365538654444	0.25	2
103326887561366119674	0.25	2
113081933127275463077	0.25	1
100621204114976031079	0.25	1
111628952810441026241	0.25	2
117681034834791918293	0.25	2
100879038045439382318	0.25	1
104533391525647218558	0.25	1
108894901907715020153	0.25	2
116812976256657521981	0.25	1
109872702242469176656	0.25	1
103238460033023095344	0.25	1
107037649543687039893	0.25	2
118049705635912101391	0.25	1
116096939684164447967	0.25	1
104620657571952151553	0.25	1
108110794992218664312	0.25	1
111104711313327924255	0.25	1
101261243957067319422	0.25	1
115821088988821304653	0.25	1
100478717606381903800	0.25	2
102106313289101920796	0.25	1
102217919422377823903	0.25	1
113483159575688970856	0.25	1
103099400695804997144	0.25	1
108274066442038820185	0.25	1
106244331832224111960	0.25	2
107765933329739138214	0.25	1
117047761163686241137	0.25	1
114928198262227163707	0.25	2
102502383230554912626	0.25	1
113330053950020592701	0.25	1
114886304956303735936	0.25	1
109648884633294921902	0.25	1
103231774650216255804	0.25	1
116693343534612140737	0.25	1
109341530333190876734	0.25	2
101986497528485090988	0.25	1
108160014592005442630	0.25	1
103078626879493125465	0.25	1
117865636314596727319	0.25	1
114203621746806935342	0.25	2
106831762557971378854	0.25	1
104265751273656254845	0.25	1
115701671811606727022	0.25	1
109227517969023488771	0.25	1
110244042813288515135	0.25	2
116544271837877596486	0.25	1
111692855156383085305	0.25	1
107590093667978669374	0.25	1
113738474438266222045	0.25	2
104987932455782713675	0.25	1
102664673357233829000	0.25	1
107454041582730592522	0.25	2
107696353690701835664	0.25	1
109860635281157364433	0.25	1
106005729437549906434	0.25	2
100616411572886359734	0.25	1
101488987322048121243	0.25	2
104691907434326484516	0.25	1
111170099011733494899	0.25	1
109502062797751080516	0.25	2
106157746025738934921	0.25	2
114056084994793924628	0.25	1
115657818664055964573	0.25	1
112922373559516660837	0.25	1
102844091897140698951	0.25	1
118060894792801762425	0.25	1
109721710332650526284	0.25	1
103885988769461587976	0.25	1
102277738523009646368	0.25	1
104630846394084969766	0.25	1
115723566975460105672	0.25	2
113946715443571015123	0.25	1
104009340615730428416	0.25	1
113270145512314057550	0.25	2
117310377246056990580	0.25	1
117451772651046615793	0.25	1
100440868037895135423	0.25	1
111290063232563087814	0.25	1
112312901875750706723	0.25	1
102010821862516060978	0.25	1
117802831896638233341	0.25	1
101350819212767050043	0.25	1
103131172324104851413	0.25	1
117399199380530915936	0.25	1
115588307990520146154	0.25	1
102062870474410361062	0.25	2
106320258275465885055	0.25	2
101434687101341295731	0.25	1
115893158171921178603	0.25	2
114925994582423850689	0.25	1
102054284116307775555	0.25	1
103691166230318869957	0.25	1
104573486059675635690	0.25	1
102329920007942765854	0.25	1
114487977061531530095	0.25	2
103535946573442710526	0.25	1
100586461319763000734	0.25	1
117020731342071444774	0.25	2
104010226630442675198	0.25	1
106795589882860426532	0.25	1
111681676130186959844	0.25	2
114658682617855410839	0.25	1
110900103939806854297	0.25	2
102497753834519275145	0.25	1
108178207650853308679	0.25	1
100205133240537822783	0.25	1
111079829980705261476	0.25	1
103403824431405645263	0.25	2
105925069070808824643	0.25	1
110945896776944314708	0.25	1
117370966349661191969	0.25	1
108470782772821648496	0.25	2
116718690905901431015	0.25	1
113670148138361091894	0.25	1
107988300064883917872	0.25	1
108690084792727316159	0.25	1
106533995026755446769	0.25	1
116186860172506322553	0.25	1
115816820232218019786	0.25	1
112621733300379823049	0.25	1
105425031588890472871	0.25	1
111058949532759647909	0.25	2
