#node_label	#score	#gender
103236949470535942612	0.026843385789823947	1
112016242624005519460	0.018076703576393488	2
100570943621691880802	0.01725040410809779	1
116577269515221310405	0.017081505356081956	1
112622420762576522129	0.016177280560233338	1
118147897097670149361	0.014881059293019038	2
109744843287923813474	0.014788865765124785	2
114772370404010974598	0.013728766554619656	2
118107045405823607895	0.013505457596500396	1
117327973844438638644	0.012944715541231982	2
104799160568450312846	0.011765516102711657	1
102444230004603405684	0.011763045447754663	2
106963775238138670657	0.011427710807108651	1
106674561143088442070	0.011291780875356348	1
118153590571996026494	0.011240753881636735	1
103296595669319654320	0.011218822670225611	2
118333009720408143699	0.011030714925392248	2
104214034036199536225	0.010356066275462157	2
104866519156997639676	0.010354264239484916	1
104334993139856754317	0.010205083792125437	2
107895589408692326451	0.00982339111582262	2
107790367245887975375	0.009668687774123882	1
102460637835826609177	0.009437796674164821	2
108358646503840320761	0.009192737724596691	1
107145143442069668222	0.009162573093571812	1
109236580877596744501	0.00907631722930231	2
107231086341030547456	0.008949440529121163	2
110914707330141967062	0.008649961823033224	2
116064138203319882798	0.008555751157325028	2
115581868711550786632	0.008308672231300706	1
113576660900613098195	0.008282376427496541	1
107037862233939639227	0.008097719596738247	1
100965894197958353340	0.007973136989084301	1
110700675217889287600	0.00788264505128694	1
111712166943119200092	0.0078265652119876	1
113384557845941391470	0.007784708745280829	1
106048773058055537048	0.007739728974042232	1
100518625747153429809	0.007646244959996187	2
103133003913508436974	0.0075597635573666205	1
117588816027131411601	0.007369898324683132	2
116475141635496647275	0.0073328357601897985	2
104426233195987299152	0.007217444986884138	1
114265993391305855027	0.007174511723925596	2
102824945684239320585	0.0071143781569855975	2
109343769775379584093	0.007107607385010725	1
103382133892057015635	0.006871050606724623	1
115578299745384688306	0.006777954012802598	2
116765138691892499850	0.0066111483835218	2
113953524641382928797	0.006606714104877688	1
112211961703142420817	0.006549807890122299	1
111151133269873073822	0.006385110152030938	1
110849649973703067861	0.005969780609347102	1
112766860455754737817	0.005933186630918382	1
101765565401131286712	0.00579628394747883	1
106784352249650589642	0.005754784745410575	1
111887075096360352528	0.005715433637733342	1
107583644363644631788	0.005711418250822011	1
105012650929608853393	0.005692534405861352	1
104472890352051674723	0.005685172948428202	3
112356172203736362077	0.005665288423399796	2
105093931597417731651	0.005610262984556594	1
107179289042593463605	0.005580944111214545	1
103861212187604422719	0.005537798601235672	1
102218171369386310477	0.005445081080763878	1
108102879464925551155	0.005372350710508939	1
103745838563536588826	0.005369704086203538	1
118241604899817185979	0.005099707304703662	1
100522441676619894003	0.005067146540433577	2
104059132776588875365	0.004958929956066208	1
115111716498526053925	0.004900225505831397	1
102339622916731348714	0.004881168069902516	1
111552731117339460737	0.004756160070445254	1
112941576498848328757	0.0047447975770736695	1
117258630722125177603	0.004717204619704873	1
115825912895445473116	0.004523643184949591	1
116706195717971759521	0.004511717332510511	2
108457122133906461022	0.004494325214618671	1
109524804491783511172	0.004409985085255548	3
116600097395574898338	0.004363614265135924	1
107077924989967712602	0.004347990440536407	2
111664155587786345226	0.004337051524784239	1
103884663017834156746	0.004293501155728371	2
116983195981168047211	0.0042706790735626485	1
102306871493187334739	0.004090128983822973	1
101368437044777137074	0.003948489830660505	1
112805365300663622751	0.003841678551323433	2
101963477385587013105	0.003808788464425588	1
105198774972697148307	0.0037612310926930584	2
107753552544179958164	0.003720689753964466	1
113138626092444528532	0.003698499835411553	1
102600746400603542680	0.003688039213809262	1
101472991270752215042	0.0036407585457763	2
118089766207859723693	0.003620899852375884	1
116436019987209636206	0.003607706165796943	1
114535734825389534681	0.003601674376497885	1
