#node_label	#score	#gender
106189723444098348646	0.004749295346587988	1
111091089527727420853	0.0045948264515742136	1
109813896768294978296	0.003951379982055733	1
107117483540235115863	0.0038219020967886178	1
113116318008017777871	0.0031613458897413356	1
110318982509514011806	0.0030737071646053872	1
101261243957067319422	0.0029768781031105254	1
109412257237874861202	0.0028009174372491666	1
118207880179234484610	0.0027747791697013352	2
113612142759476883204	0.0026658891105009043	2
107033731246200681024	0.002474080913267373	1
112063946124358686266	0.002472045465522019	1
107753428759636856492	0.0023768343980750555	1
102150693225130002912	0.002151035137779714	1
102178700954286324866	0.0020642607604663215	1
103171849011748425097	0.0020189413901660655	1
109074857816744029470	0.0020107177622815764	1
105076678694475690385	0.001983958356745852	1
108176814619778619437	0.001980545682171565	1
102034052532213921839	0.0019438168821902806	1
100535338638690515335	0.0018874351654221942	1
103716847685048716973	0.0018159307983845847	1
101849747879612982297	0.001775081925541176	3
110286587261352351537	0.0017650189001616554	2
108082478497335384404	0.0016892197674624662	1
109895887909967698705	0.001670473780442442	2
114790574178411061829	0.0016142839593997966	1
117691391504351341685	0.0015533133874386076	1
115565811010545226083	0.0015501750685430644	3
117421021456205115327	0.0015452325047645224	3
103112588675637065591	0.0015390766014584392	1
103012564142649561853	0.001535173507867548	1
109174551750397653742	0.001513690447205887	1
115478779964227301239	0.0014950042395622393	2
100518419853963396365	0.0014530653146593553	2
105237212888595777019	0.0014500918579531965	1
113217924531763968801	0.0014415911103775566	1
108255750659110762991	0.001437289501186199	1
118264184129842070900	0.001416019202684084	1
113210431006401244170	0.001392822208934765	1
112844561713780016118	0.0013869237861818514	1
111164095920889813531	0.0013776675170818601	1
116388668762198604003	0.0013731064159321303	1
117840649766034848455	0.0013641260882495748	1
114765095157367281222	0.001344109243605058	1
111538009015644508967	0.0013259142374965904	2
115863474911002159675	0.001297128067792941	1
105473622219622697310	0.0012833775888964134	2
115622466243011136115	0.0012644006076310145	1
106952974709619007593	0.0012379945580413697	1
108952536790629690817	0.0012230698752519848	1
104987932455782713675	0.001214284223025998	1
113364856660738963998	0.0012040416179543633	1
108574688020691152748	0.0012012004057337787	1
114607043207014058571	0.0011859398567191793	1
117523047521837823505	0.0011829195298185098	1
113475277239647026452	0.0011613881289929083	1
111310990991240556038	0.0011609235527627383	1
100523784851251213675	0.001150919001111256	1
115793765515193253189	0.0011426574067544613	2
103100496883422151101	0.0011296436724434324	2
112599748506977857728	0.00111758551930295	1
106506966828595242496	0.0011137613917257868	1
115360979797396777969	0.0010906159330271077	1
100521671383026672718	0.0010805101699165865	2
112374836634096795698	0.001078838128688574	1
117377434815709898403	0.0010761409709922813	1
103399926392582289066	0.0010654201815279791	1
100612175927429294541	0.0010595803293860704	1
107968787521028284191	0.0010569203425700373	2
106318111152683661692	0.0010497444289912622	1
103861741370066605527	0.0010294831027332686	2
118418436905562612953	0.0010239326355749533	2
105175776425884911939	0.0010194719101390842	1
111285782175840598932	0.0010130751965742103	1
101094440579835956866	0.0009903495461369804	1
112226108704688540728	0.0009848572864794378	2
103111382143198287157	0.0009796020565092417	1
103325969492772452485	0.0009746043367558873	2
109581870574956225297	0.0009698163976376035	1
107991184034868817056	0.00096873888015128	1
112276589013569458330	0.0009630429498818352	2
101174951617223562800	0.000957817870058544	1
107234826207633309420	0.000954812017327105	1
113166718268343560861	0.0009467949481746904	2
104233435224873922474	0.0009413587676740161	1
103579304160477212496	0.0009398556672244604	1
113247423264358423892	0.0009376419970607039	1
111499908439497508351	0.0009346760852711911	1
111770459801993602257	0.0009344393286961216	1
108159551615224338529	0.000931178948781625	2
113117251731252114390	0.0009292090102784409	1
116663982997041117781	0.0009277270247626472	1
110727249496967897430	0.0009229722338238732	1
114089069528015035598	0.000921662078265694	1
103907806627406122152	0.00091509579579872	3
117034807403884912887	0.0009149502744456165	2
118265897954929480050	0.0009046721079245617	1
100262595546646927505	0.0009018569381169189	2
